Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,24.000000,24.448000,23.879999,24.000000,13.052860,274750
2012-01-03,24.167999,24.336000,23.672001,23.768000,12.926683,880375
2012-01-04,23.480000,24.120001,23.480000,24.048000,13.078965,425250
2012-01-05,24.040001,24.528000,23.879999,24.408001,13.274759,415250
2012-01-06,24.304001,24.704000,24.304001,24.552000,13.353077,436250
2012-01-09,24.552000,24.959999,24.384001,24.688000,13.427043,740500
2012-01-10,24.752001,24.944000,24.288000,24.416000,13.279109,590875
2012-01-11,24.448000,24.816000,24.416000,24.712000,13.440096,912125
2012-01-12,24.712000,24.959999,24.431999,24.680000,13.422694,403750
2012-01-13,24.688000,25.120001,24.528000,25.120001,13.661992,558250
2012-01-16,25.040001,25.327999,24.808001,25.200001,13.705503,250750
2012-01-17,25.504000,25.504000,24.688000,24.743999,13.457500,757375
2012-01-18,24.823999,24.912001,24.176001,24.559999,13.357427,759375
2012-01-19,24.784000,24.920000,24.528000,24.752001,13.461850,733875
2012-01-20,24.792000,24.903999,24.559999,24.760000,13.466198,508375
2012-01-23,24.784000,24.992001,24.400000,24.400000,13.270408,627375
2012-01-24,24.472000,24.712000,24.351999,24.520000,13.335672,479625
2012-01-26,24.400000,24.719999,24.200001,24.431999,13.287808,1156125
2012-01-27,24.424000,24.488001,23.872000,23.959999,13.031105,1624250
2012-01-30,23.927999,24.624001,23.680000,24.400000,13.270408,1150625
2012-01-31,24.400000,24.632000,24.200001,24.271999,13.200794,1096125
2012-02-01,24.368000,24.488001,23.872000,23.888000,12.991948,1999125
2012-02-02,24.007999,24.160000,23.440001,23.656000,12.865770,1118500
2012-02-03,23.672001,23.848000,23.520000,23.600000,12.835313,790000
2012-02-06,23.591999,23.736000,23.240000,23.280001,12.661276,1812375
2012-02-07,23.280001,23.568001,23.200001,23.480000,12.770050,1574500
2012-02-08,23.584000,23.936001,23.535999,23.736000,12.909279,2735375
2012-02-09,23.688000,23.848000,23.591999,23.719999,12.900578,1328375
2012-02-10,23.768000,23.968000,23.624001,23.903999,13.000648,1266750
2012-02-13,23.903999,23.903999,23.903999,23.903999,13.000648,0
2012-02-14,24.072001,24.112000,23.775999,24.104000,13.109424,428250
2012-02-15,24.104000,24.288000,24.096001,24.200001,13.161636,757250
2012-02-16,24.191999,24.472000,24.087999,24.351999,13.244301,468625
2012-02-17,24.384001,24.400000,24.280001,24.400000,13.270408,791125
2012-02-23,24.568001,24.672001,24.232000,24.232000,13.179037,602125
2012-02-24,24.224001,24.431999,24.063999,24.080000,13.096370,2473625
2012-02-27,24.232000,24.247999,24.000000,24.247999,13.187740,949375
2012-02-28,24.392000,24.559999,24.240000,24.240000,13.183389,536375
2012-02-29,24.400000,24.704000,24.288000,24.304001,13.218198,527875
2012-03-01,24.304001,24.784000,24.240000,24.584000,13.370479,779750
2012-03-02,24.440001,24.864000,24.288000,24.591999,13.374830,1570625
2012-03-05,24.584000,25.152000,24.408001,25.152000,13.679399,689000
2012-03-06,25.063999,25.959999,24.784000,25.856001,14.062283,1960125
2012-03-07,25.959999,26.344000,25.768000,25.983999,14.131897,2291375
2012-03-08,26.000000,26.000000,25.375999,25.600000,13.923050,1540125
2012-03-09,25.799999,26.191999,25.584000,26.087999,14.188459,883750
2012-03-12,26.096001,26.704000,25.912001,26.496000,14.410357,703625
2012-03-13,26.496000,26.632000,26.007999,26.136000,14.214564,753875
2012-03-14,26.152000,26.400000,25.872000,26.032000,14.158003,829750
2012-03-15,26.024000,26.615999,26.024000,26.520000,14.423409,603625
2012-03-16,26.496000,26.624001,25.959999,25.959999,14.118845,584125
2012-03-19,25.959999,25.959999,25.959999,25.959999,14.118845,0
2012-03-20,26.296000,26.535999,26.072001,26.160000,14.227619,1175250
2012-03-21,26.072001,26.528000,26.072001,26.320000,14.314638,516375
2012-03-22,26.240000,26.552000,26.167999,26.280001,14.292884,516375
2012-03-23,26.208000,26.424000,25.983999,26.271999,14.288532,1002375
2012-03-26,26.208000,26.271999,25.736000,26.104000,14.197165,963625
2012-03-27,26.104000,26.496000,25.952000,26.400000,14.358147,517500
2012-03-28,26.368000,26.400000,25.927999,26.280001,14.292884,557875
2012-03-29,26.280001,26.392000,26.032000,26.160000,14.227619,935875
2012-03-30,26.472000,26.480000,25.959999,26.176001,14.236322,612125
2012-04-02,26.312000,27.087999,26.128000,26.879999,14.619205,1111750
2012-04-03,26.959999,27.087999,25.944000,25.944000,14.110143,786750
2012-04-04,25.879999,25.879999,25.120001,25.480000,13.857787,1471625
2012-04-05,25.440001,25.840000,25.424000,25.600000,13.923050,432625
2012-04-09,25.591999,25.680000,25.344000,25.672001,13.962214,443625
2012-04-10,25.823999,26.112000,25.568001,26.048000,14.166704,964875
2012-04-11,26.096001,26.608000,25.719999,26.136000,14.214564,429500
2012-04-12,26.136000,26.639999,25.559999,26.639999,14.488673,889875
2012-04-13,26.360001,26.639999,26.176001,26.480000,14.401657,650625
