Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,49.155701,49.598999,48.432800,49.242401,28.374510,477778
2012-01-03,49.406300,50.312302,48.799099,50.302601,28.985411,736120
2012-01-04,50.485802,50.485802,49.570099,50.119499,28.879906,952858
2012-01-05,50.100201,50.215900,48.519600,49.579800,28.568916,688498
2012-01-06,49.435200,49.637600,48.403900,48.654499,28.035734,623238
2012-01-09,48.779800,49.300301,48.355701,48.644901,28.030195,685801
2012-01-10,48.683399,49.820702,48.529202,48.866501,28.157896,1175510
2012-01-11,48.856899,49.059299,48.480999,48.625599,28.019089,585680
2012-01-12,48.905102,49.011101,48.346100,48.442402,27.913523,660589
2012-01-13,48.346100,48.731602,47.449699,48.191799,27.769123,890607
2012-01-16,48.288200,48.558102,47.902699,48.558102,27.980183,316859
2012-01-17,null,null,null,null,null,null
2012-01-18,49.734001,50.408699,48.943600,50.408699,29.046541,632783
2012-01-19,50.408699,50.736401,49.907501,50.312302,28.991003,714229
2012-01-20,50.408699,50.495399,49.030399,49.261700,28.385632,609751
2012-01-23,49.155701,49.734001,48.538799,48.567699,27.985720,561506
2012-01-24,48.673801,49.107498,48.558102,49.107498,28.296772,476948
2012-01-26,48.866501,49.146000,47.517200,47.517200,27.380407,1144903
2012-01-27,47.603901,47.941200,46.881001,46.881001,27.013809,1067089
2012-01-30,46.794300,47.469002,46.003899,46.601501,26.852758,1042396
2012-01-31,46.890701,47.112301,46.187099,46.890701,27.019407,1689498
2012-02-01,47.314800,47.372601,46.264198,46.360500,26.713890,1477117
2012-02-02,46.370201,46.505100,45.502701,45.868999,26.430676,2129199
2012-02-03,45.705101,46.678600,45.657001,45.782200,26.380665,2643808
2012-02-06,46.052101,46.543701,45.290699,46.061798,26.541767,1991208
2012-02-07,45.791901,46.726799,45.454601,46.553299,26.824986,2080020
2012-02-08,46.563000,47.449699,45.637699,45.868999,26.430676,1761398
2012-02-09,45.946098,46.553299,45.705101,45.926800,26.463976,1113155
2012-02-10,45.589500,46.158100,45.348499,46.158100,26.597267,1179660
2012-02-13,null,null,null,null,null,null
2012-02-14,46.476200,46.755699,46.129200,46.640099,26.875008,955245
2012-02-15,46.842499,47.131599,46.119598,46.861801,27.002754,1245958
2012-02-16,47.517200,48.471401,47.305099,48.452099,27.919113,1928957
2012-02-17,48.770100,49.493000,48.133999,49.444801,28.491135,1337052
2012-02-23,49.695400,49.897800,48.702702,49.107498,28.296772,1065637
2012-02-24,49.107498,49.415901,48.866501,49.020699,28.246750,1180905
2012-02-27,49.184601,49.338799,48.538799,49.011101,28.241224,471553
2012-02-28,48.895401,49.772499,48.741199,49.762901,28.674421,614731
2012-02-29,49.782200,50.187000,49.030399,49.541199,28.546677,1126539
2012-03-01,49.560501,49.907501,49.097900,49.155701,28.324543,1071966
2012-03-02,49.309898,50.042400,48.962898,49.926800,28.768867,1135358
2012-03-05,50.023102,50.071301,48.972500,49.734001,28.657774,747637
2012-03-06,49.155701,49.627998,48.722000,48.972500,28.218977,798164
2012-03-07,48.866501,50.042400,48.615898,49.888199,28.746626,1078710
2012-03-08,50.109901,51.131500,49.878601,51.092999,29.440847,1828006
2012-03-09,51.237598,52.789299,51.237598,52.693001,30.362808,1875006
2012-03-12,52.625500,52.808601,51.719501,52.432701,30.212833,1272726
2012-03-13,52.201401,53.801399,52.172501,53.406200,30.773762,1854878
2012-03-14,53.435101,53.733898,52.307400,53.251999,30.684919,837382
2012-03-15,52.818298,53.194199,51.999001,52.529099,30.268358,756145
2012-03-16,52.519501,53.589298,52.403801,53.348400,30.740467,1128822
2012-03-19,null,null,null,null,null,null
2012-03-20,53.541100,54.148300,53.068901,53.589298,30.879272,826385
2012-03-21,53.579700,54.514599,53.126701,53.685699,30.934816,802418
2012-03-22,53.579700,54.514599,53.126701,53.685699,30.934816,802418
2012-03-23,53.001400,53.097801,52.056801,52.288200,30.129559,1266501
2012-03-26,52.808601,53.926701,52.529099,53.598999,30.884859,1172916
2012-03-27,53.492901,54.611000,53.203800,54.543499,31.429102,1343173
2012-03-28,54.562801,54.774799,53.011002,53.348400,30.740467,1055677
2012-03-29,53.300201,54.292900,52.991699,54.119400,31.184734,1322423
2012-03-30,54.138699,55.112202,53.811001,54.447102,31.373568,1144177
2012-04-02,54.938702,54.977200,53.743500,54.639900,31.484653,1025070
2012-04-03,54.543499,54.736301,53.801399,54.071301,31.157009,834581
2012-04-04,53.782101,54.215801,53.541100,53.878502,31.045923,444681
2012-04-05,53.878502,54.697701,53.878502,54.360401,31.323599,553724
2012-04-09,54.148300,54.880901,53.676102,54.765202,31.556847,593150
2012-04-10,54.543499,54.803799,53.907398,54.398899,31.345789,727613
2012-04-11,54.456799,55.247101,54.427898,54.861599,31.612398,927128
2012-04-12,53.762798,54.158001,52.953201,54.119400,31.756330,1065948
2012-04-13,53.579700,54.109798,53.059200,53.203800,31.219067,676048
2012-04-16,53.733898,53.917000,52.278500,52.818298,30.992863,697940
2012-04-17,53.714600,53.714600,51.324299,51.324299,30.116205,1491954
2012-04-18,50.890598,52.529099,50.890598,52.529099,30.823166,1576512
2012-04-19,52.914600,52.962799,51.565300,51.709900,30.342478,755730
2012-04-20,52.037601,52.471298,51.757999,52.249599,30.659153,886872
2012-04-23,51.459301,52.114700,51.382099,52.037601,30.534760,660174
2012-04-24,51.989399,52.548401,51.227901,51.642399,30.302858,905340
2012-04-25,52.240002,52.403801,51.276100,51.652000,30.308502,995604
2012-04-26,51.757999,51.786900,50.919498,51.324299,30.116205,1248759
2012-04-27,51.526699,51.950802,51.343601,51.757999,30.370691,566693
2012-04-30,51.748402,52.432701,51.073700,52.432701,30.766605,774612
2012-05-02,51.748402,52.432701,51.073700,52.432701,30.766605,774612
2012-05-03,53.502602,53.878502,52.047199,52.770100,30.964575,1365791
2012-05-04,53.001400,53.194199,52.191799,52.818298,30.992863,1326781
2012-05-07,51.623100,53.020699,51.623100,53.020699,31.111633,1456056
2012-05-08,52.972500,52.982101,51.931499,52.374901,30.732693,1161089
2012-05-09,52.114700,52.933899,52.037601,52.731499,30.941933,676359
2012-05-10,52.529099,52.770100,51.661701,52.143600,30.596960,2153165
2012-05-11,51.950802,52.317101,50.890598,51.179699,30.031363,952858
2012-05-14,50.890598,51.092999,49.743599,50.215900,29.465815,944039
2012-05-15,50.215900,50.900200,49.685799,50.023102,29.352688,815076
2012-05-16,50.119499,51.970100,49.772499,50.119499,29.409258,1143555
2012-05-17,50.456902,50.553200,48.635201,49.319500,28.939833,947360
2012-05-18,49.319500,50.032799,48.673801,49.637600,29.126476,1348568
2012-05-21,null,null,null,null,null,null
2012-05-22,49.974899,50.398998,49.598999,50.177299,29.443171,1118447
2012-05-23,50.398998,50.890598,47.873798,48.722000,28.589224,1036275
2012-05-24,48.731602,49.155701,47.305099,47.709900,27.995344,1131312
2012-05-25,47.999100,48.124401,47.228001,47.372601,27.797430,1581180
2012-05-28,47.709900,49.155701,47.526798,49.155701,28.843718,474354
2012-05-29,49.146000,49.444801,47.565300,47.661701,27.967058,1354690
2012-05-30,47.565300,48.577400,46.129200,46.129200,27.067814,2668709
2012-05-31,46.042500,46.360500,45.194302,46.264198,27.147020,2567758
2012-06-01,46.206299,46.987000,45.358200,46.746101,27.429808,1333732
2012-06-04,46.466599,46.987000,46.264198,46.563000,27.322357,929203
2012-06-05,46.746101,47.122002,45.965401,46.350899,27.197903,1049140
2012-06-06,45.974998,46.640099,45.550900,45.589500,26.751133,1641460
2012-06-08,46.071400,46.216000,45.367802,45.676201,26.802000,992180
2012-06-11,46.553299,47.652100,46.003899,47.179798,27.684280,1157665
2012-06-12,47.179798,47.825600,46.775002,47.825600,28.063227,1722491
2012-06-13,47.613499,47.922001,46.379799,46.505100,27.288380,1551819
2012-06-14,46.832802,46.861801,46.081001,46.399101,27.226191,912603
2012-06-15,46.081001,46.649700,45.734100,46.408699,27.231823,916026
2012-06-18,null,null,null,null,null,null
2012-06-19,46.765400,48.442402,46.765400,47.902699,28.108467,1734215
2012-06-20,47.902699,48.172600,47.324402,47.854500,28.080191,1030361
2012-06-21,48.095501,48.095501,46.543701,46.900299,27.520281,1007328
2012-06-22,47.035198,47.439999,46.775002,47.160500,27.672962,610477
2012-06-25,46.919601,47.141300,46.071400,46.746101,27.429808,448312
2012-06-26,47.806301,47.806301,46.746101,47.517200,27.882269,1015421
2012-06-27,47.382198,48.037601,47.141300,47.430401,27.831333,626143
2012-06-28,47.546101,47.873798,46.938900,47.420799,27.825712,620126
2012-06-29,47.902699,48.625599,47.391899,48.172600,28.266851,1220642
2012-07-02,48.162899,49.319500,47.806301,48.943600,28.719271,1293684
2012-07-03,49.059299,49.521900,48.943600,49.444801,29.013350,1045716
2012-07-04,49.521900,50.071301,49.213501,49.406300,28.990751,420196
2012-07-05,49.618301,50.023102,49.155701,49.329201,28.945524,873903
2012-07-06,49.155701,49.714699,48.654499,49.589401,29.098190,702090
2012-07-10,50.100201,50.630299,49.309898,49.734001,29.183048,1654326
2012-07-11,49.772499,49.830399,48.654499,48.789398,28.628777,1733800
2012-07-12,48.297901,48.750900,47.430401,47.719601,28.001032,1608675
2012-07-13,48.191799,48.191799,46.794300,46.938900,27.542927,2349775
2012-07-16,null,null,null,null,null,null
2012-07-17,46.138901,47.006302,46.138901,46.842499,27.486364,1397954
2012-07-18,46.842499,47.469002,45.811199,46.948502,27.548563,1974608
2012-07-19,46.938900,47.719601,45.974998,46.216000,27.118746,1537397
2012-07-20,46.023201,46.216000,45.107601,45.396702,26.637995,1582737
2012-07-23,45.117199,45.608799,44.625599,44.722000,26.242100,853360
2012-07-24,44.722000,45.281101,44.056999,44.529301,26.129021,964375
2012-07-25,44.760601,44.770199,43.257000,43.854599,25.733126,1783808
2012-07-26,44.481098,45.290699,44.076302,45.290699,26.575802,1193356
2012-07-27,45.329300,46.350899,45.213600,46.090698,27.045223,1319725
2012-07-30,46.158100,46.293098,45.300301,46.293098,27.163986,727613
2012-07-31,46.264198,46.437698,45.714802,46.293098,27.163986,1157354
2012-08-01,46.283501,46.842499,46.081001,46.591900,27.339323,775027
2012-08-02,45.705101,46.919601,45.695499,46.505100,27.288380,1347531
2012-08-03,47.083401,47.603901,46.909901,47.150902,27.667334,955660
2012-08-06,47.150902,47.709900,46.948502,47.594299,27.927509,795155
2012-08-07,47.613499,48.452099,46.659302,46.958099,27.554195,1076427
2012-08-08,47.199100,47.922001,46.803902,47.517200,27.882269,986267
2012-08-09,47.276199,48.191799,47.276199,47.999100,28.165043,640357
2012-08-10,47.276199,48.191799,47.276199,47.999100,28.165043,640357
2012-08-13,48.452099,48.567699,47.603901,48.066502,28.204590,664635
2012-08-14,48.066502,48.288200,47.709900,47.719601,28.001032,798268
2012-08-15,47.526798,48.317101,47.295502,48.278599,28.329035,1314019
2012-08-16,48.577400,48.683399,47.439999,48.191799,28.278116,1844399
2012-08-17,48.191799,48.375000,47.661701,47.709900,27.995344,813831
2012-08-20,null,null,null,null,null,null
2012-08-21,47.459301,47.478600,44.818401,45.531700,26.717213,2172878
2012-08-22,45.531700,46.206299,44.770199,45.059399,26.440073,1579832
2012-08-23,44.818401,45.203899,44.336498,45.126801,26.479620,825036
2012-08-24,44.606400,44.722000,43.816002,44.182301,25.925404,1172294
2012-08-27,44.336498,44.519600,43.854599,44.143700,25.902758,495623
2012-08-28,43.767799,44.201599,43.295601,43.401600,25.467306,1373261
2012-08-29,43.411201,43.979900,42.669102,42.813599,25.122282,844438
2012-08-30,42.775101,43.064201,42.013599,42.408798,24.884750,1212861
2012-08-31,42.428101,42.890701,41.232899,42.052200,24.675501,1987888
2012-09-03,42.399200,44.008801,41.232899,43.632900,25.603025,1496000
2012-09-04,43.372700,43.372700,42.408798,42.823299,25.127974,2476249
2012-09-05,43.044899,44.008801,41.232899,43.179901,25.337221,797127
2012-09-06,43.179901,44.587101,43.102798,44.143700,25.902758,1345663
2012-09-10,44.201599,44.712399,43.594299,43.941299,25.783993,1025796
2012-09-11,43.941299,44.529301,43.391899,44.423199,26.066765,963752
2012-09-12,44.673801,45.281101,44.394299,44.943699,26.372177,2268019
2012-09-13,44.943699,45.493099,44.346100,44.818401,26.298658,1463837
2012-09-14,44.702801,44.963001,44.056999,44.230499,25.953684,2102638
2012-09-17,44.259399,44.750900,43.825699,43.970200,25.800949,882515
2012-09-18,44.259399,44.297901,43.179901,43.661800,25.619984,1361330
2012-09-19,43.498001,44.085899,43.083500,43.391899,25.461617,845994
2012-09-20,42.881100,42.987099,41.849800,42.958199,25.207130,1512497
2012-09-21,42.842499,43.266602,42.312401,43.025700,25.246738,826903
2012-09-24,43.073898,43.073898,42.331699,42.726898,25.071405,1622163
2012-09-25,42.698002,43.141300,42.216000,42.466599,24.918655,1224377
2012-09-26,42.408798,42.784698,41.782299,42.784698,25.105322,1141168
2012-09-27,42.669102,42.755798,41.685902,41.878700,24.573696,1764095
2012-09-28,41.936501,43.025700,41.454601,42.688301,25.048752,1675076
2012-10-01,42.640099,43.401600,42.447399,42.890701,25.167521,1299079
2012-10-02,43.015999,43.372700,42.563000,42.784698,25.105322,1180698
2012-10-03,42.958199,43.314800,41.830502,42.071499,24.686821,914885
2012-10-04,42.254601,43.285900,41.926899,43.083500,25.280659,1496208
2012-10-05,43.054600,43.970200,42.987099,43.902802,25.761393,1468091
2012-10-08,43.902802,44.355801,43.430500,43.951000,25.789680,1053290
2012-10-09,43.951000,44.037701,43.102798,43.517200,25.535135,819018
2012-10-10,43.546200,43.565399,42.977501,43.420799,25.478584,1124360
2012-10-11,44.095501,44.095501,43.314800,43.661800,25.619984,987304
2012-10-15,43.459400,43.825699,42.804001,43.083500,25.280659,2171944
2012-10-16,43.247398,43.816002,42.900398,43.816002,25.710464,1354379
2012-10-17,43.835300,43.979900,43.276299,43.758202,25.676550,2110108
2012-10-18,43.787102,43.854599,43.189499,43.440102,25.489906,1295551
2012-10-19,43.584702,43.642502,42.678699,42.890701,25.167521,775857
2012-10-22,42.890701,43.170200,42.379902,42.775101,25.099689,567731
2012-10-23,42.312401,42.804001,42.244999,42.457001,24.913027,767142
